1kess8s5ceRdamDJRvKwjRyTvZ3tvACM3,25,a1da4c0cd8bf34da76e419e4308985d4f1e57843e6c4a3c392eeab63b0cea7b8
1EXJnvwdcVpYtLBjyqvevDhzTQuBTcKg7X,28175.0000452,f9067beeead71a12513a8971bf3ca83a73e7b8a5377fd9ddd293217109732fc1
1NCgWkVTGhT7iqnyz6h4vXatoFHMe8QqtE,375,e09968b4ffedd98106afa0ae7ccce7f9d1113a437ac312ad42800f38ed73f39f
1PU9bvKFZAkQYqyymGbVGtoFGkhffNgLVS,100,3637691b2e0d1ccff8f5a895d2dfd1ac9fedb681dccccfe472d4873cfd7fc2a7
15C9XLZrJRsMpURGbgUzv6dMLKxdQiHntL,100,66834696d6e0bdf84c0482c917ce1a9260af851d5861b82078cb90aab775d5bc
12M3UBVpMQT3qHX7WFmGyDH8BoWWH7L8eb,25,2a7aaeef5dc14e0ce187ef302902899c48f588a57f66b8e3a2ac6975ddc19b42
17q6vNKNcCZoxAqn5qjSvcHGHJFWy1tW4r,1075,56500db5f253e8b100f944beb94adcb316177285b017b38fc08b409bb7340fbf
1K5i74xFF5VFtcD5UKtdt2mHCS3oF1t8uq,225,f06b53e961e64856e51b7b57eb12bcbd568979999bcf737f6c33bb13a1f2d5cb
11458JFvjiUSjcWbtFJnZ752yCUXzNpr3P,135324.89374838,50103da6382d67a829bbdb1c1b6414b43ba04bcff5c9b61fdb70fecc769bfa88
19ALaKpGkvHTvdaatbUmWytBfqWyzHQvL2,375,b1d6b7a0147db559b75c3cadaacb68e21385c17fbfc7f36e0879bb11c28ad3a1
1Bj4qj6sr1WiC6ac2rsTR9zHUuTv2nahja,225,7252974217d9564e45a45b303ecf93d1db1a82844cdfbc2941488efdbcb067c9
1C4PrEtFMoBFpnY7iGNuTUjF7oMKP2ocyY,1450,4b8a6ceb91754638d60c14a6def3f3fd1508a6061bea3cb1da20d21ea01f518a
1NBu1q8fDQo4tg1DueJVoeGnPRSM5pX5KA,1225,252a43873e319c9e0e83b266cb5b081686492e2388c083a71a1b0c0f1b18a633
1LSGjkBkDgyzD5V8Y5w5iASwE2fqKjFwhj,1550,f4abd79e3b63e8cf8f0bb997df5caf41e904bb753df77b6b78a78b21c59a7973
13g87A3AjmzkNakKRoKAbZouJLSnFm77yM,625,73e22338b7c28553f7ba310f1fd1d4a1217c3129a1ed527061ec6f73017b57b8
1GQ5dd2o3AwSdMKFG9adpHwafv9bPAsqnU,500,510fba5ced3612d23d4bd9e000d6fc21b0de3627c4306c96b91808ccbfd05146
14uUZrVFvzKzQ3s6yhCnNwQwU6cxjpXdGm,50,1d3f501128fbb9c72a52541574a475c907fca0150d4a7ec207f2ad8076c86611
19BRmDqtdrjTrYMWDYKpKtRxvkGRL3Ymwv,1250,121705015af9b48a3e2ff54cd8a18b7408f9439ad49caceac38763159514bbd3
1LjWC3VaR2yTLuth889p8fUhQL24b56SP8,1375,f5dc64584c2f7ce6389c44413bccf09c4df2108acb201d134974c31bfe2e1aee
1JJoKNGmF94qizwm8Zh2eCMrsvCYR2z5Z5,375,854767847ecb5371a31b7f676ae9bca18f4a9319d9982f3fcf7c8f042504af2e
19zHYDcoXnY7PDSybn2PoDNF2AADNc6inC,1500,5bd8c5f9adce0c236dcf863697f1ee7bd44d1038b9c6a27b0df14e212a303934
19NKdvK8U3oHhZxo51jzSTqZSoo9jzGMz1,100,2ffa74d6b60938bb78e345e2c6d70c02d3c4bcd06ba0b5dbc379ddbb9b98a200
1ECBCJV3vF3Y1ow1ZChvDnwQvM39Naijvn,1150,535f056e6b8919e098aab72d3f9d71c7aa46e22e34089b4a6aab41d3de9c512d
144PcryR1ixdW78KdW6aqbLNnSTpWhZn6o,1000,2d3f2336918ba7ddde4e1c58327df2b477efcccb6201d4cc95dbdc710193c071
1C1zbEdpMoWuC7SzsgepsLH99T7P4S39Yp,1250,0fda0851fd080296e36bf98d5fa47e8a36098f3479258a3297aeb1e112f343f5
1HCHVkCNGTvQNHSXdVR7FGEdEcJfxptUfG,1125,0a00f1fe23c27ff5f17c169fa4046aeaadbf62f2541b9eeda61db9fc815d542a
1EmTXfRJbhume9fRKJwsyk2wpuQuGDA7ot,875,cae84d5d0a4d05b99aeaf1f7b6c2263ae37c611543338838bc2b96edd76d13f2
1NPKhpRX3wecCCycrt6tp9v32tGeCSY6cy,775,8465d83c663d21c31bb2d432f5568fce66640bb9793da616903384419d1dab67
17sL5w2VGDCRYXiSe4P71o4qWUodqC6eDt,25,8324094bdff29aa7444eb6d4a2f57b2a46a90221db8a14b2cabb76eab16e6d9e
16EqVmS8CjZgMFT9MJF1VCfG1wmeC55GCe,150,20c6a9b3ea3efbf63efd2091193d4b9ccc83543e2e13eaeaabb5aa1bfed0c0c7
127V4CQGzjhQR4RvUnWiE9vUxotkMNGSmg,275,1f6a7e046d3e4b2ac5f5774fab4dae829d4babca03ca2ef6274a47392d9f4e5e
1GxTL8J5GKf2MDsbHCoc1zhKRTQE8nAaU2,350,9e4c398d0b5f45df8711312b855c7c423b891ee75a5b529ed27f0a1313c30206
1JEz3i5T66YsWyomdDeYUe3kSv1awYFShF,350,56408f8aa88339589aa1dc93671ef51037fc5589f35b1e9a065bd157b6e0c5c9
1FxCePHLbVHhqXUY6MqwTQU7wnnyEGC6WJ,300,648dd95ae611ca63984c1efa930d083df6c2194a76bfbdf50d7a6290dff5898e
17NuSgJ3STPpiKcBxfTi2iMaToimXSsiEP,375,6d8924d9342dddfdbe3d24af9d3fe625af954c83177ba70b489e092027f20ccf
1KRn93R4VnZqvnxDkiDxCDrvnFoUiA4bHM,125,e9d4d7247f82e733ee619a7baf2d69371980441c40aa48997b6e88df47889ab1
18pXnRcFQgEJ6e9p5aui24kYtuexdmpET2,275,99cecf4338a87f44959f7a73679449f6f5dfb932d80d88419c501a7c119ca78f
1GDBWi5So7JnryJ4YmZk63oYwbUT45Bo4X,650,66c3b4376b07ce31c96458976efb007b2e66dc6e87aaff0abf9d1e5b4a60c314
1KnuS6dLarwYTb1Bza3XhSwAFDFkyLRz8s,600,3d2bea2f742493ed5c837cff67efee3ff0964df84e22edd531b2ecc89dab0abf
17ytMVJefSZba8LAHukdSPfJ7N8KBtqsYd,650,b898ab6ebc430832b6d27294835d7d695e826e9311d55bfb1c9e0cbbfd1fbad3
